4
10000 10000
85 965 391628624
452 406 932903346
909 895 411699122
128 237 880956115
124 979 188831138
227 821 785903932
949 543 743108749
623 618 933832720
567 68 179666577
550 218 615779116
50 751 840484816
579 492 371064969
402 970 906134590
43 960 847805288
440 146 262520299
700 252 689270170
16 763 725443009
409 545 450367062
523 853 870248249
506 507 277559623
599 949 914162539
894 105 487031808
820 704 531808175
826 493 118020797
371 817 364556739
876 899 929296671
624 748 798104714
620 897 261475833
469 896 874077494
954 120 28209205
192 896 699913382
606 217 592709416
357 981 411029617
222 513 806395455
794 838 615150888
722 347 63657094
269 103 133810813
16 736 425891206
290 655 973356400
886 3 371485919
412 946 847136307
621 997 594275505
337 514 631858458
458 187 88350713
399 356 578488571
353 60 645467153
808 547 416819623
149 296 984850274
961 877 644520701
588 819 191099111
264 368 667603036
333 353 432285412
705 396 640631254
430 247 249230960
242 549 520170283
139 504 760137607
300 729 413169199
244 983 879495795
151 74 911353722
186 693 499516155
696 62 561070842
384 891 155203034
345 107 520619020
842 299 517398092
581 729 35581725
873 114 780649368
734 615 159606229
949 210 976093139
823 729 600741113
238 384 494672030
883 256 825883378
443 77 844876018
47 678 83156160
402 903 180615988
295 559 988655468
751 626 203639424
853 681 914308842
441 939 117295785
631 826 504112058
979 226 372581400
795 406 27137930
592 967 472800065
310 955 430751069
938 741 970691870
959 679 749945019
695 404 894190777
2 846 85522857
717 161 476170064
1 896 761864761
53 252 218878839
98 60 349246212
868 138 760019468
165 859 143052371
936 875 158150151
734 351 122637572
733 1000 792859388
939 770 922815585
249 384 255498242
991 449 210835054
296 224 821955848
313 492 146798683
647 751 916392378
978 592 654539933
11 696 51934620
676 815 995054614
631 980 706620835
154 588 226942374
687 397 521721268
735 970 997028528
591 169 825220433
591 450 154520299
842 80 166974224
254 885 184507366
968 618 339601514
990 833 56733674
938 928 272869308
503 751 671076820
707 834 273680450
299 369 404016846
197 828 509645370
135 354 329747671
551 12 218119958
1 729 205707298
243 242 425816141
50 120 961666963
549 70 459183842
493 155 650103712
619 468 52671760
662 250 952227807
131 591 762671144
963 728 12352930
432 214 107958015
69 623 425644189
47 730 676392652
212 981 257736838
299 202 637258267
209 522 236309432
384 457 583358216
513 240 260932668
577 778 846688427
647 274 923090234
33 842 79826447
848 434 903180927
23 769 948482852
549 744 220935565
331 668 1146176
300 235 606229226
319 180 40231963
65 905 468390327
604 977 29451865
629 684 831527735
353 362 738542980
913 517 520903936
137 39 266363967
296 405 102336021
304 721 973821819
202 939 124994279
896 711 261456261
374 979 563964477
350 481 746130539
323 26 2802527
927 173 222303938
657 234 863566255
378 599 534270929
332 32 284995111
231 433 897205151
89 209 710100436
767 450 317553588
74 115 515910669
344 340 29022312
295 340 465314298
896 921 331162177
450 696 91474873
252 548 484986459
981 385 382736385
707 592 309915123
468 623 429465554
964 626 861087353
920 194 502241031
345 252 967355112
618 518 890650786
124 102 442279531
665 432 108884635
299 991 339446512
16 527 869458531
688 310 266051639
522 867 79700502
635 344 565954916
206 209 434331633
618 307 643273084
657 642 242180916
415 356 827837319
750 87 569985798
695 670 68009007
295 165 166400689
1 295 721127434
879 310 679040206
292 375 414232977
291 800 64368442
117 984 454523759
623 411 214992303
702 880 833786634
499 620 76085322
367 1 620999849
826 55 486148466
376 158 470958864
514 589 869553006
254 187 818788045
979 926 124376213
141 688 588377467
39 23 985871630
400 734 769169605
444 350 114071590
995 350 940106710
896 623 188623240
805 120 155027246
412 890 347796883
997 667 53516742
826 331 640297041
499 692 326181326
380 117 254534045
711 278 352121365
558 786 574739637
592 734 713635435
651 892 218412634
997 780 484468148
36 855 244168431
976 822 701920443
305 137 837508935
702 683 333483159
493 161 477978850
648 117 649455667
233 636 215498127
435 170 567996796
849 839 773495371
399 268 779827414
587 363 702840994
844 26 221549519
51 687 711555986
442 693 133329126
930 645 558806733
438 160 801506369
981 477 651942902
72 365 546361088
730 470 251233867
896 339 950104048
215 457 820674217
84 199 153482004
450 872 512573173
545 508 978274217
364 406 879871696
689 518 64523017
837 105 995265365
60 842 3064342
198 424 26929758
528 195 788981321
41 828 675019400
88 642 980683095
299 720 695744138
403 532 276252802
754 163 158396401
139 116 371446547
711 109 657841521
878 35 806624525
603 953 95345235
398 200 135212786
572 287 169178237
335 106 572217673
730 777 638293352
418 771 50772381
356 761 201090743
226 956 629914498
237 938 808063164
180 401 555699842
227 232 556728666
751 171 216525797
884 221 256154965
476 936 869043237
688 1 811266761
592 265 353382094
842 293 976129386
382 739 170154125
106 119 795258326
207 553 316339061
187 64 751921875
643 320 273629308
598 696 139724300
183 623 379835248
669 922 562196833
513 76 870995896
99 730 67660953
549 509 100641871
219 89 193865431
545 529 215846024
46 325 94299094
705 624 798324581
216 176 212695689
863 421 915125819
376 314 267866997
560 443 462989222
904 323 905227408
935 997 952571617
458 57 276148550
869 264 676880300
697 599 568481448
67 693 502089245
132 468 727874214
623 96 640303270
252 299 196287250
714 161 907852420
558 105 64838789
245 468 865311384
105 381 74250107
596 417 383004177
1 997 99553424
779 498 918038139
745 188 722425303
220 552 776778756
69 719 585562547
553 952 93662099
114 340 871057601
413 910 34617479
494 646 397493560
569 785 553409899
881 31 660093277
656 684 210315201
110 493 648772283
496 949 834405993
232 40 744859375
581 9 237207297
118 54 321818376
751 39 774847501
209 671 136014213
710 801 509280034
384 646 395995846
990 1 852965333
816 369 929409506
22 691 943156065
424 563 512145777
604 469 414548001
338 571 104396059
997 65 76393139
643 827 957175919
729 16 943032406
489 117 411442746
159 165 490785889
118 846 189878069
801 187 583080868
849 322 654246326
925 416 520242819
893 450 19006208
860 428 132784978
701 722 358846626
630 799 128263990
625 296 675128002
706 802 660818233
121 991 538748603
424 572 375292050
431 484 316108884
847 545 246491283
16 173 104639538
143 826 488410958
429 976 464533731
447 476 562368331
657 340 643377323
687 914 246365101
755 665 287073988
81 46 856788528
290 688 159269781
997 974 993130370
142 296 205946683
122 165 799553281
849 623 760200611
321 479 732460678
257 711 263993328
851 132 636017114
89 419 153524057
945 521 451921505
529 175 996528605
828 709 511593667
618 765 317554291
49 700 263990968
387 206 333528383
660 191 475405904
958 423 700413644
370 468 569529284
884 433 103708819
341 667 864315562
706 449 270120612
402 582 609128812
497 454 132497747
478 750 404330495
32 284 818730889
467 126 143208940
901 983 987358122
599 422 4210149
238 348 968177347
383 294 496156083
693 147 658046637
810 571 109366274
768 255 535535203
808 412 579656678
712 729 882113319
751 264 72882812
764 979 192439353
896 888 462534407
558 38 229809070
908 60 808242315
279 450 329066728
941 264 887867684
358 547 575347811
375 677 928975269
686 695 46704714
772 607 803183362
250 16 523169600
18 696 108035332
242 953 773667001
113 45 576124709
666 997 591029701
939 698 781763932
99 854 494335707
340 342 166318400
295 545 639178267
299 981 22628816
226 267 417837128
392 623 556027428
15 295 84683506
127 26 533945022
6 450 43676559
601 945 507176683
460 601 193868457
180 369 787397027
817 93 749419603
377 252 275190219
675 227 335961298
654 14 2919172
608 900 841346816
700 485 548516901
489 632 458234246
327 886 748347839
187 843 335900341
89 607 945144614
588 703 736881763
408 404 203514237
400 352 861281229
259 212 375342736
892 346 914083620
682 103 354250820
190 438 327474953
1 860 872944531
209 116 199348699
617 726 624804137
193 106 720836443
991 576 592412117
983 647 749753037
137 721 351853090
32 375 125768274
350 911 934256785
571 21 695063530
491 156 354585850
787 218 877714717
896 384 400522203
424 501 558941671
299 514 331216221
783 50 354988093
857 74 355031553
506 861 831043834
842 541 653600787
239 593 752579019
986 547 2941198
138 297 897113930
187 162 529512547
130 212 386240616
299 826 754431600
283 536 176107019
690 842 721973420
247 826 830626457
559 746 62090757
613 358 941176015
451 399 408157061
601 283 209404714
635 860 63999787
478 929 285857486
349 812 442389158
75 548 19460304
896 232 308549328
806 450 437375104
889 676 285994570
981 220 972459190
343 981 726492721
132 390 549513114
19 486 730503449
544 663 208053571
693 466 712602116
306 798 58802563
546 202 5525418
588 165 48695495
427 572 208119328
597 263 614119950
899 353 91217988
280 996 753163249
551 122 460455525
288 998 476976317
575 474 632250334
916 295 239909326
27 348 542024863
91 15 774717509
207 641 605544229
238 564 896674728
133 356 724150567
750 982 725278730
884 607 228246366
17 331 470619000
223 784 274819717
419 674 863208327
789 995 28233750
90 105 878592523
991 818 68452191
25 247 533876635
729 24 115392220
585 3 613076763
448 839 654387635
309 252 177233221
389 492 945199736
178 574 418367583
917 100 737858875
579 500 378379936
373 710 562132156
957 292 870539187
639 138 906998386
860 892 11582187
418 749 374809188
254 742 464254558
438 252 176189684
579 766 913463575
605 640 554409236
202 865 920633664
641 542 585884379
724 601 423819355
835 702 681048237
417 101 421171133
718 579 144753743
316 449 522046973
261 549 610151765
195 896 894899155
220 201 888326525
532 880 348416340
450 607 919750074
620 302 381086776
97 696 208070776
445 515 1348470
111 172 577642000
688 19 816431958
291 22 975887752
676 89 770119054
530 696 428774984
199 823 996004266
406 591 626336407
729 808 36944149
322 650 698117778
605 939 973097170
845 981 898065902
788 908 255890941
431 997 144284566
209 459 72615572
472 187 824939951
212 918 347549488
573 647 772451857
544 803 155002206
157 887 469357216
209 987 324611651
776 860 272670077
310 44 198508563
680 613 915140834
981 883 887309369
242 426 835888920
475 95 708547500
187 907 516271134
42 397 638237825
4 678 651690850
722 923 646907057
590 737 331425209
616 397 631331926
121 174 974140605
47 299 889572766
906 340 426236399
372 132 673875224
207 418 412286911
166 776 449495220
774 141 517375573
264 515 163971121
1000
347 442 455 582 104246885
234 454 666 777 269550943
474 757 564 862 221740680
303 929 696 972 715614458
448 566 69 701 937428679
455 625 643 933 24199928
212 765 213 669 27989534
327 803 620 850 495775474
605 619 603 723 876612678
584 941 88 475 516361002
264 926 585 898 973507162
475 822 119 446 157439839
518 909 398 819 303881469
588 788 93 109 837989969
390 650 190 385 630158710
651 813 97 375 218964876
641 646 596 643 424149686
677 864 142 685 304870185
229 307 219 704 247661992
75 489 856 917 15239249
875 887 216 529 635905582
626 671 848 940 835829019
95 660 109 803 984776338
573 892 87 204 989684791
165 257 157 239 592371760
22 629 118 414 30006158
319 359 256 686 657532961
577 926 540 826 777934496
565 869 191 935 278935004
488 800 497 541 171905025
604 719 805 943 973358055
288 953 908 924 924327153
399 844 501 775 964602822
4 249 264 502 586835654
392 521 425 966 284721795
660 780 25 968 803323763
336 717 311 907 523492611
146 905 241 640 484617119
89 963 403 926 355085631
281 767 395 490 646140375
191 784 422 828 851747233
397 628 795 923 957273415
56 64 310 902 951101066
98 860 222 312 99900622
770 847 455 669 469398644
465 791 493 669 538292629
374 539 567 972 617837996
537 682 565 596 404782916
237 533 302 502 529147035
216 735 114 572 470165997
458 673 872 979 403895626
189 709 586 689 258535182
377 663 708 971 88433851
183 874 201 229 669330537
569 772 116 385 162598445
215 803 110 969 629641
77 565 571 992 716047701
124 500 796 869 557317794
294 660 702 901 911323065
420 803 204 614 497301297
120 286 625 695 310501937
541 880 20 621 177671258
326 609 91 375 133850500
340 608 28 887 310344616
458 585 326 424 348551182
228 558 40 693 159230225
367 551 317 726 504379009
655 728 680 881 628890374
113 659 133 865 782918490
11 392 181 664 858296505
615 690 276 690 968273312
286 873 596 933 881400958
581 992 84 991 686033772
175 352 498 552 577716828
295 965 480 685 446145140
135 813 770 941 153659102
49 893 154 712 216593203
108 592 685 926 117091021
287 564 441 922 814318015
390 431 111 672 274631861
595 801 265 539 373876515
239 317 319 820 97610273
91 648 749 891 837646988
172 295 98 285 687577249
286 868 824 1000 227655523
597 867 228 295 431300051
411 687 260 999 215190742
472 851 378 731 413614050
230 463 167 216 553056428
441 682 556 575 480358151
706 716 192 299 48671575
198 328 44 657 123759654
82 237 167 755 319942696
360 772 35 929 429985342
221 954 323 499 880576171
540 980 774 792 506229558
213 573 8 864 270802529
120 545 9 855 527125948
423 867 274 535 109540257
647 835 225 796 231648048
371 692 266 396 679216045
115 722 192 580 104717194
106 337 483 643 188304886
787 894 738 961 464312378
443 962 592 949 732670703
62 926 219 305 438101619
619 718 2 443 579527948
308 849 660 767 79572343
193 744 133 774 129654942
647 981 383 490 316197567
498 560 463 691 591665776
121 509 899 956 818983623
77 108 25 56 46139700
864 951 184 855 663112834
548 744 426 643 766140805
586 617 334 440 55273384
471 913 322 755 974948433
253 960 571 644 409289634
317 559 630 823 644171927
222 663 18 460 894688107
728 966 110 952 343502735
494 700 68 565 395384446
571 713 60 726 261809022
23 362 260 328 286463335
172 995 99 528 368728945
163 208 12 721 813663801
205 302 277 671 506906981
444 656 543 580 264798171
397 514 295 845 25782388
224 409 818 957 212817571
139 792 109 632 175530916
378 526 750 972 687365477
564 766 57 312 299937862
400 680 252 760 459955652
118 619 438 567 287440841
178 479 431 814 712316185
132 334 468 855 933405461
26 892 338 393 513406213
590 693 13 52 676546741
639 748 44 891 558160192
338 956 81 434 751474432
550 915 152 208 218438096
884 918 117 322 468613110
483 886 157 755 657248914
29 294 604 634 721531749
289 539 343 366 770651733
144 595 249 384 571193980
344 399 802 991 101926998
974 988 145 724 817934774
579 785 17 138 268326660
357 750 128 679 605170957
363 574 199 473 374226985
445 569 572 832 550054092
11 674 324 334 406362723
81 471 725 783 38336239
410 572 130 204 438259141
91 606 138 650 919924971
343 544 44 456 159010960
91 275 447 546 446470695
506 890 368 830 611461903
758 960 585 694 858311489
508 572 636 915 179528423
550 655 118 930 675243190
669 997 195 647 330047045
250 340 601 660 918191176
321 687 450 652 295625876
617 924 41 332 984732059
113 919 121 759 674585787
163 536 265 431 754214479
403 835 132 714 366882343
611 891 544 982 169959686
729 800 112 474 138209161
619 673 228 969 207021784
375 967 27 466 479372122
548 551 351 362 7874804
479 867 19 874 617937768
521 650 632 663 962616974
344 910 162 439 137863587
326 780 430 604 880198469
